Date,0,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
3/12/2022 (Hi),,57,57,59,60,58,59,59,59,60,60,58,59,57,57,56,56,54,54,54,53
3/12/2022 (Lo),,44,44,44,45,45,46,46,44,46,45,46,46,45,46,46,47,47,48,48,48
3/13/2022 (Hi),,60,60,59,59,58,58,57,60,58,59,58,59,58,59,58,56,56,56,57,56
3/13/2022 (Lo),,44,45,45,45,46,45,46,46,45,45,45,47,46,45,45,44,44,44,42,43
3/14/2022 (Hi),,62,61,59,60,59,61,58,61,59,61,61,62,61,61,60,59,59,60,61,60
3/14/2022 (Lo),,46,46,46,46,47,46,47,47,46,49,50,50,50,50,50,51,50,52,51,51
3/15/2022 (Hi),,61,58,59,59,58,59,57,59,60,61,60,59,58,59,58,58,58,57,58,58
3/15/2022 (Lo),,45,45,46,45,46,46,44,45,45,46,45,45,45,45,44,45,44,45,45,45
3/16/2022 (Hi),,61,59,60,59,57,61,60,60,61,61,61,61,60,61,61,59,59,59,59,59
3/16/2022 (Lo),,44,45,45,46,44,45,45,45,45,46,45,45,45,46,46,46,46,46,46,46
3/17/2022 (Hi),,63,61,60,62,61,62,61,60,61,59,60,59,58,58,58,57,57,57,56,57
3/17/2022 (Lo),,45,45,44,46,46,46,46,45,45,45,45,45,45,46,46,45,45,45,44,44
3/18/2022 (Hi),,61,62,61,63,62,62,62,61,61,61,61,59,58,58,59,59,57,57,60,56
3/18/2022 (Lo),,45,45,46,47,46,47,47,48,45,47,47,48,46,46,47,47,46,46,48,46
3/19/2022 (Hi),,62,62,59,59,60,57,57,56,56,56,55,55,54,54,55,53,55,52,54,54
3/19/2022 (Lo),,45,46,45,45,45,44,43,43,43,43,43,43,43,43,42,42,43,41,43,43
3/20/2022 (Hi),,58,58,57,57,59,58,56,56,57,59,61,61,59,59,60,57,60,59,59,60
3/20/2022 (Lo),,44,44,43,43,43,43,43,44,44,45,45,45,44,44,45,43,45,45,45,46
3/21/2022 (Hi),,61,61,60,61,60,60,61,63,65,65,64,63,63,61,63,63,63,63,63,64
3/21/2022 (Lo),,44,45,44,45,46,47,47,48,52,52,49,49,49,46,48,47,47,48,49,50
3/22/2022 (Hi),,64,64,64,65,67,68,71,71,72,72,72,67,69,66,66,65,64,65,66,70
3/22/2022 (Lo),,45,46,46,47,48,48,49,49,48,49,49,47,49,48,48,48,48,49,48,48
3/23/2022 (Hi),,66,64,65,64,66,66,68,70,70,65,66,64,64,63,62,61,59,59,61,61
3/23/2022 (Lo),,46,46,47,46,47,47,47,47,47,46,48,47,47,47,48,48,46,47,48,48
3/24/2022 (Hi),,67,63,63,63,64,65,67,59,61,60,60,59,59,59,58,56,57,57,57,57
3/24/2022 (Lo),,46,46,46,46,45,46,46,44,46,46,46,45,46,46,45,45,46,47,46,46
3/25/2022 (Hi),,64,64,60,59,60,57,58,62,62,61,61,60,59,58,60,60,61,59,56,58
3/25/2022 (Lo),,45,45,45,45,46,44,46,46,46,46,47,47,46,46,47,48,49,49,46,47
3/26/2022 (Hi),,61,58,59,56,59,62,62,60,62,60,59,61,62,61,59,60,57,58,58,57
3/26/2022 (Lo),,44,45,46,44,46,46,46,47,47,48,47,47,48,47,47,48,47,48,48,48
3/27/2022 (Hi),,60,56,58,58,58,57,56,57,58,58,60,59,60,59,58,61,62,61,61,62
3/27/2022 (Lo),,46,43,46,46,46,46,46,46,47,46,48,49,49,49,46,49,49,50,48,49
3/28/2022 (Hi),,60,58,58,59,58,58,60,59,60,58,59,59,56,59,59,58,57,58,58,57
3/28/2022 (Lo),,45,45,45,45,46,46,46,46,48,47,47,47,45,47,47,47,46,48,48,47
3/29/2022 (Hi),,59,61,59,59,60,57,60,60,61,60,57,58,58,58,57,58,56,58,57,56
3/29/2022 (Lo),,45,45,46,46,47,44,47,48,47,47,45,47,46,46,46,47,47,46,46,46
3/30/2022 (Hi),,59,59,58,57,58,60,60,60,58,58,58,58,58,59,58,58,58,57,58,58
3/30/2022 (Lo),,44,44,44,43,45,45,46,46,44,45,45,46,46,46,46,46,46,45,46,46
3/31/2022 (Hi),,56,59,57,58,58,59,56,59,59,58,59,59,59,58,59,57,59,60,59,59
3/31/2022 (Lo),,43,44,44,45,46,47,46,46,46,46,46,46,45,45,46,45,46,45,45,45
4/1/2022 (Hi),,60,58,60,61,60,60,61,61,62,62,61,61,60,60,61,60,60,61,61,60
4/1/2022 (Lo),,45,43,44,47,45,46,46,46,46,46,45,46,46,46,47,47,46,46,46,46
4/2/2022 (Hi),,62,65,62,62,60,59,59,62,64,61,61,59,62,63,62,62,63,64,63,63
